TransactionAmount,RecipientCommitteeParty,DonorCity,DonorState,DonorZipCode,ID,
1000,Republican,PLANO,TX,75093,40017,
500,Republican,PLANO,TX,75093,40017,
1500,Democratic,PLANO,TX,75093,40017,
1000,Democratic,PLANO,TX,75093,40017,
300,Democratic,PLANO,TX,75093,40017,
1000,,PLANO,TX,75093,40017,
1000,,PLANO,TX,75093,40017,
500,,PLANO,TX,75093,40017,
500,Republican,PLANO,TX,75093,40017,
250,,PLANO,TX,75093,40017,
300,,PLANO,TX,75093,40017,
1500,,PLANO,TX,75093,40017,
500,,PLANO,TX,75093,40017,
500,Republican,PLANO,TX,75093,40017,
500,Democratic,PLANO,TX,75093,40017,
250,Democratic,PLANO,TX,75093,40017,
2600,Republican,PLANO,TX,75093,40017,
1000,Republican,PLANO,TX,75093,40017,
2600,Republican,PLANO,TX,75093,40017,
1100,Democratic,PLANO,TX,75093,40017,
500,Republican,PLANO,TX,75093,40017,
200,Democratic,PLANO,TX,75093,40017,
5400,Democratic,PLANO,TX,75093,40017,
-2700,Democratic,PLANO,TX,75093,40017,
2700,Democratic,PLANO,TX,75093,40017,
5400,Democratic,PLANO,TX,75093,40017,
-2700,Democratic,PLANO,TX,75093,40017,
2700,Democratic,PLANO,TX,75093,40017,
250,Republican,MURPHY,TX,75094,40017,
250,Republican,PLANO,TX,75094,40017,
250,,PLANO,TX,75094,40017,
1000,,PLANO,TX,75094,40017,
250,,MURPHY,TX,75094,40017,
500,,MURPHY,TX,75094,40017,
750,,MURPHY,TX,75094,40017,
2600,,PLANO,TX,75094,40017,
2600,,PLANO,TX,75094,40017,
500,,CANTON,TX,75103,40017,
250,Republican,CANTON,TX,75103,40017,
250,Republican,CANTON,TX,75103,40017,
1000,,CEDAR HILL,TX,75104,40017,
2700,Republican,CEDAR HILL,TX,75104,40017,
2600,Republican,CORSICANA,TX,75110,40017,
2600,Republican,CORSICANA,TX,75110,40017,
2600,Republican,CORSICANA,TX,75110,40017,
2600,Republican,CORSICANA,TX,75110,40017,
300,Republican,CORSICANA,TX,75110,40017,
500,Republican,CORSICANA,TX,75110,40017,
500,Republican,CORSICANA,TX,75110,40017,
5400,Democratic,CORSICANA,TX,75110,40017,
-2700,Democratic,CORSICANA,TX,75110,40017,
5400,Democratic,CORSICANA,TX,75110,40017,
-2700,Democratic,CORSICANA,TX,75110,40017,
2700,Democratic,CORSICANA,TX,75110,40017,
2700,Democratic,CORSICANA,TX,75110,40017,
1000,Democratic,DESOTO,TX,75115,40017,
2700,Democratic,DESOTO,TX,75115,40017,
250,Republican,ENNIS,TX,75120,40017,
250,Republican,EUSTACE,TX,75124,40017,
250,,FORNEY,TX,75126,40017,
500,Republican,KAUFMAN,TX,75142,40017,
475,Republican,KAUFMAN,TX,75142,40017,
1000,Republican,MALAKOFF,TX,75148,40017,
2600,Democratic,MESQUITE,TX,75150,40017,
2000,Republican,CORSICANA,TX,75151,40017,
1000,,CORSICANA,TX,75151,40017,
1000,Republican,RED OAK,TX,75154,40017,
500,,RED OAK,TX,75154,40017,
250,,OAK LEAF,TX,75154,40017,
250,Republican,CHANDLER,TX,75180,40017,
1000,Democratic,ROYSE CITY,TX,75189,40017,
2700,Democratic,DALLAS,TX,75201,40017,
2500,Democratic,DALLAS,TX,75201,40017,
1000,Democratic,DALLAS,TX,75201,40017,
2700,Republican,DALLAS,TX,75201,40017,
2700,Republican,DALLAS,TX,75201,40017,
200,Republican,DALLAS,TX,75201,40017,
1000,Democratic,DALLAS,TX,75201,40017,
2700,Democratic,DALLAS,TX,75201,40017,
1000,Republican,DALLAS,TX,75201,40017,
2700,Democratic,DALLAS,TX,75201,40017,
2700,Democratic,DALLAS,TX,75201,40017,
1000,,DALLAS,TX,75201,40017,
2000,Democratic,DALLAS,TX,75201,40017,
500,Democratic,DALLAS,TX,75201,40017,
500,Democratic,DALLAS,TX,75201,40017,
500,Democratic,DALLAS,TX,75201,40017,
250,Democratic,DALLAS,TX,75201,40017,
2000,Democratic,DALLAS,TX,75201,40017,
500,Democratic,DALLAS,TX,75201,40017,
2700,Democratic,DALLAS,TX,75201,40017,
2700,Democratic,DALLAS,TX,75201,40017,
1000,Republican,DALLAS,TX,75201,40017,
1000,Democratic,DALLAS,TX,75201,40017,
2700,Democratic,DALLAS,TX,75201,40017,
2700,Republican,DALLAS,TX,75201,40017,
250,,DALLAS,TX,75201,40017,
5400,,DALLAS,TX,75201,40017,
2600,Democratic,DALLAS,TX,75201,40017,
500,Democratic,DALLAS,TX,75201,40017,
1000,Republican,DALLAS,TX,75201,40017,
2700,Republican,DALLAS,TX,75201,40017,
1000,Republican,DALLAS,TX,75201,40017,
2500,,DALLAS,TX,75201,40017,
2500,,DALLAS,TX,75201,40017,
2600,,DALLAS,TX,75201,40017,
1000,,DALLAS,TX,75201,40017,
2500,,DALLAS,TX,75201,40017,
2700,,DALLAS,TX,75201,40017,
2700,,DALLAS,TX,75201,40017,
200,Republican,DALLAS,TX,75201,40017,
1000,Democratic,DALLAS,TX,75201,40017,
2600,Democratic,DALLAS,TX,75201,40017,
2700,Democratic,DALLAS,TX,75201,40017,
2600,Republican,DALLAS,TX,75201,40017,
2600,Republican,DALLAS,TX,75201,40017,
2600,Republican,DALLAS,TX,75201,40017,
2700,Republican,DALLAS,TX,75201,40017,
250,Republican,DALLAS,TX,75201,40017,
2500,Republican,DALLAS,TX,75201,40017,
2700,Democratic,DALLAS,TX,75201,40017,
2700,Republican,DALLAS,TX,75201,40017,
1000,Republican,DALLAS,TX,75201,40017,
2700,,DALLAS,TX,75201,40017,
2700,,DALLAS,TX,75201,40017,
5400,Republican,DALLAS,TX,75201,40017,
-2700,Republican,DALLAS,TX,75201,40017,
2700,Republican,DALLAS,TX,75201,40017,
2700,Republican,DALLAS,TX,75201,40017,
2700,Republican,DALLAS,TX,75201,40017,
2500,Republican,DALLAS,TX,75201,40017,
1250,Republican,DALLAS,TX,75201,40017,
1000,Republican,DALLAS,TX,75201,40017,
1000,,DALLAS,TX,75201,40017,
1000,Republican,DALLAS,TX,75201,40017,
1000,Republican,DALLAS,TX,75201,40017,
2500,Republican,DALLAS,TX,75201,40017,
1000,Republican,DALLAS,TX,75201,40017,
2500,Republican,DALLAS,TX,75201,40017,
1000,Republican,DALLAS,TX,75201,40017,
2500,Republican,DALLAS,TX,75201,40017,
1000,Democratic,DALLAS,TX,75201,40017,
1000,Republican,DALLAS,TX,75201,40017,
2500,Republican,DALLAS,TX,75201,40017,
2000,Republican,DALLAS,TX,75201,40017,
1000,Democratic,DALLAS,TX,75201,40017,
1000,Democratic,DALLAS,TX,75201,40017,
2500,Republican,DALLAS,TX,75201,40017,
1000,Republican,DALLAS,TX,75201,40017,
2000,Republican,DALLAS,TX,75201,40017,
2000,Republican,DALLAS,TX,75201,40017,
1000,Republican,DALLAS,TX,75201,40017,
1000,Republican,DALLAS,TX,75201,40017,
1000,Republican,DALLAS,TX,75201,40017,
2500,Democratic,DALLAS,TX,75201,40017,
2500,Republican,DALLAS,TX,75201,40017,
2500,Republican,DALLAS,TX,75201,40017,
2500,Democratic,DALLAS,TX,75201,40017,
2000,Republican,DALLAS,TX,75201,40017,
2500,Republican,DALLAS,TX,75201,40017,
1000,Republican,DALLAS,TX,75201,40017,
2500,Democratic,DALLAS,TX,75201,40017,
1000,Democratic,DALLAS,TX,75201,40017,
1000,Democratic,DALLAS,TX,75201,40017,
2500,Republican,DALLAS,TX,75201,40017,
500,,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
2000,Democratic,DALLAS,TX,75202,40017,
-2000,Democratic,DALLAS,TX,75202,40017,
-1000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
2000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
4000,Republican,DALLAS,TX,75202,40017,
2000,Republican,DALLAS,TX,75202,40017,
2500,Republican,DALLAS,TX,75202,40017,
1500,Republican,DALLAS,TX,75202,40017,
2500,Republican,DALLAS,TX,75202,40017,
2500,Republican,DALLAS,TX,75202,40017,
2500,Democratic,DALLAS,TX,75202,40017,
5000,Republican,DALLAS,TX,75202,40017,
5000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
2000,Republican,DALLAS,TX,75202,40017,
2500,Republican,DALLAS,TX,75202,40017,
1500,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
2500,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
5000,Republican,DALLAS,TX,75202,40017,
2000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
5000,Republican,DALLAS,TX,75202,40017,
2500,Democratic,DALLAS,TX,75202,40017,
2500,Democratic,DALLAS,TX,75202,40017,
2500,Republican,DALLAS,TX,75202,40017,
2500,Republican,DALLAS,TX,75202,40017,
2500,Republican,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1500,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
2500,Democratic,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
2000,Democratic,DALLAS,TX,75202,40017,
3500,Democratic,DALLAS,TX,75202,40017,
2000,Democratic,DALLAS,TX,75202,40017,
3000,Democratic,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
5000,Republican,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
2000,Democratic,DALLAS,TX,75202,40017,
3000,Republican,DALLAS,TX,75202,40017,
3000,Republican,DALLAS,TX,75202,40017,
4000,Republican,DALLAS,TX,75202,40017,
3000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
2500,Republican,DALLAS,TX,75202,40017,
500,Republican,DALLAS,TX,75202,40017,
3000,Republican,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
2000,Republican,DALLAS,TX,75202,40017,
1500,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
2000,Republican,DALLAS,TX,75202,40017,
4000,Republican,DALLAS,TX,75202,40017,
2000,Republican,DALLAS,TX,75202,40017,
2500,Republican,DALLAS,TX,75202,40017,
2500,Democratic,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
5000,Republican,DALLAS,TX,75202,40017,
2500,Democratic,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
5000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
2000,Republican,DALLAS,TX,75202,40017,
2000,,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
2500,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
2500,Republican,DALLAS,TX,75202,40017,
5000,Republican,DALLAS,TX,75202,40017,
5000,Republican,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
2000,Republican,DALLAS,TX,75202,40017,
500,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
2500,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
4000,Republican,DALLAS,TX,75202,40017,
1500,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
5000,Republican,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
500,Republican,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
5000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
500,,DALLAS,TX,75202,40017,
4000,,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1500,Democratic,DALLAS,TX,75202,40017,
4000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
2500,Republican,DALLAS,TX,75202,40017,
5000,Republican,DALLAS,TX,75202,40017,
2500,Republican,DALLAS,TX,75202,40017,
5000,Republican,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
2000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1500,Democratic,DALLAS,TX,75202,40017,
3000,Democratic,DALLAS,TX,75202,40017,
2500,Republican,DALLAS,TX,75202,40017,
5000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
2500,Republican,DALLAS,TX,75202,40017,
5000,Republican,DALLAS,TX,75202,40017,
2000,Democratic,DALLAS,TX,75202,40017,
2500,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
2500,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
4000,Republican,DALLAS,TX,75202,40017,
1500,Democratic,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
5000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
5000,Republican,DALLAS,TX,75202,40017,
3500,Republican,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
5000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
2000,Republican,DALLAS,TX,75202,40017,
5000,Democratic,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1500,Democratic,DALLAS,TX,75202,40017,
2500,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
5000,Democratic,DALLAS,TX,75202,40017,
1000,,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
2500,Republican,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
2000,Republican,DALLAS,TX,75202,40017,
2500,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
3000,Democratic,DALLAS,TX,75202,40017,
3000,Democratic,DALLAS,TX,75202,40017,
500,Republican,DALLAS,TX,75202,40017,
2000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
3000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
5000,Republican,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
3000,Democratic,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
4000,Republican,DALLAS,TX,75202,40017,
5000,Republican,DALLAS,TX,75202,40017,
5000,Republican,DALLAS,TX,75202,40017,
2500,Republican,DALLAS,TX,75202,40017,
2500,Republican,DALLAS,TX,75202,40017,
2500,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
3000,Republican,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
2000,Republican,DALLAS,TX,75202,40017,
2500,Democratic,DALLAS,TX,75202,40017,
3000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
3000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
3000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
2000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
5000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
2500,Republican,DALLAS,TX,75202,40017,
2500,Democratic,DALLAS,TX,75202,40017,
500,Democratic,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
3000,Republican,DALLAS,TX,75202,40017,
1000,,DALLAS,TX,75202,40017,
2500,Democratic,DALLAS,TX,75202,40017,
500,Democratic,DALLAS,TX,75202,40017,
3000,Democratic,DALLAS,TX,75202,40017,
3000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
4000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1500,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
2500,Democratic,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
2500,Democratic,DALLAS,TX,75202,40017,
5000,Republican,DALLAS,TX,75202,40017,
2500,Republican,DALLAS,TX,75202,40017,
3000,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
3000,Republican,DALLAS,TX,75202,40017,
2500,Democratic,DALLAS,TX,75202,40017,
2000,Democratic,DALLAS,TX,75202,40017,
2500,Democratic,DALLAS,TX,75202,40017,
2000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,,DALLAS,TX,75202,40017,
5000,Democratic,DALLAS,TX,75202,40017,
2000,Democratic,DALLAS,TX,75202,40017,
3000,Democratic,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,,DALLAS,TX,75202,40017,
2000,Republican,DALLAS,TX,75202,40017,
1500,Democratic,DALLAS,TX,75202,40017,
3000,Republican,DALLAS,TX,75202,40017,
3000,Republican,DALLAS,TX,75202,40017,
2000,Republican,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
2500,Republican,DALLAS,TX,75202,40017,
1500,Democratic,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
-3000,Republican,DALLAS,TX,75202,40017,
5000,Democratic,DALLAS,TX,75202,40017,
3000,Democratic,DALLAS,TX,75202,40017,
3000,Democratic,DALLAS,TX,75202,40017,
2500,Democratic,DALLAS,TX,75202,40017,
2500,Democratic,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
3000,Republican,DALLAS,TX,75202,40017,
4000,Democratic,DALLAS,TX,75202,40017,
2500,Democratic,DALLAS,TX,75202,40017,
5000,Republican,DALLAS,TX,75202,40017,
4000,Republican,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
4000,Republican,DALLAS,TX,75202,40017,
5000,Republican,DALLAS,TX,75202,40017,
4000,Republican,DALLAS,TX,75202,40017,
5000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1500,Republican,DALLAS,TX,75202,40017,
5000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
3000,Democratic,DALLAS,TX,75202,40017,
2500,Republican,DALLAS,TX,75202,40017,
5000,Republican,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
2000,Republican,DALLAS,TX,75202,40017,
-1000,Democratic,DALLAS,TX,75202,40017,
1500,Republican,DALLAS,TX,75202,40017,
2500,Democratic,DALLAS,TX,75202,40017,
3000,,DALLAS,TX,75202,40017,
1000,Republican,DALLAS,TX,75202,40017,
1000,Democratic,DALLAS,TX,75202,40017,
500,Democratic,PLANO,TX,75203,40017,
250,Democratic,DALLAS,TX,75203,40017,
750,Republican,DALLAS,TX,75203,40017,
2700,Republican,DALLAS,TX,75204,40017,
2700,Republican,DALLAS,TX,75204,40017,
2700,Republican,DALLAS,TX,75204,40017,
2700,Republican,DALLAS,TX,75204,40017,
300,Democratic,DALLAS,TX,75204,40017,
250,Democratic,DALLAS,TX,75204,40017,
250,Democratic,DALLAS,TX,75204,40017,
2000,Democratic,DALLAS,TX,75204,40017,
5400,,DALLAS,TX,75204,40017,
1000,Democratic,DALLAS,TX,75204,40017,
1000,,DALLAS,TX,75204,40017,
2700,Democratic,DALLAS,TX,75204,40017,
2700,Democratic,DALLAS,TX,75204,40017,
250,Democratic,DALLAS,TX,75204,40017,
500,Democratic,DALLAS,TX,75204,40017,
2700,Republican,DALLAS,TX,75204,40017,
2700,Republican,DALLAS,TX,75204,40017,
2600,Republican,DALLAS,TX,75204,40017,
2500,Republican,DALLAS,TX,75204,40017,
2700,Republican,DALLAS,TX,75204,40017,
250,Republican,DALLAS,TX,75204,40017,
1000,,DALLAS,TX,75204,40017,
2500,Republican,DALLAS,TX,75204,40017,
500,Republican,DALLAS,TX,75204,40017,
1000,Democratic,DALLAS,TX,75204,40017,
2500,Republican,DALLAS,TX,75204,40017,
2500,Republican,DALLAS,TX,75204,40017,
1000,Democratic,DALLAS,TX,75204,40017,
2500,Republican,DALLAS,TX,75204,40017,
1000,Republican,DALLAS,TX,75204,40017,
2500,Republican,DALLAS,TX,75204,40017,
2500,Republican,DALLAS,TX,75204,40017,
1000,Democratic,DALLAS,TX,75204,40017,
1500,Democratic,DALLAS,TX,75204,40017,
250,Democratic,DALLAS,TX,75205,40017,
2700,Republican,DALLAS,TX,75205,40017,
2700,Republican,DALLAS,TX,75205,40017,
2700,Republican,DALLAS,TX,75205,40017,
2700,Republican,DALLAS,TX,75205,40017,
2700,Republican,DALLAS,TX,75205,40017,
2700,Republican,DALLAS,TX,75205,40017,
500,Republican,DALLAS,TX,75205,40017,
2700,Republican,DALLAS,TX,75205,40017,
2700,Republican,DALLAS,TX,75205,40017,
2700,Republican,DALLAS,TX,75205,40017,
2700,Republican,DALLAS,TX,75205,40017,
2700,Republican,DALLAS,TX,75205,40017,
2700,Republican,DALLAS,TX,75205,40017,
2700,Republican,DALLAS,TX,75205,40017,
2700,Republican,DALLAS,TX,75205,40017,
500,Republican,DALLAS,TX,75205,40017,
250,Republican,DALLAS,TX,75205,40017,
2700,Republican,DALLAS,TX,75205,40017,
2700,Republican,DALLAS,TX,75205,40017,
500,Democratic,DALLAS,TX,75205,40017,
2600,Democratic,DALLAS,TX,75205,40017,
900,Republican,DALLAS,TX,75205,40017,
2700,Republican,DALLAS,TX,75205,40017,
2700,Republican,DALLAS,TX,75205,40017,
2700,Republican,DALLAS,TX,75205,40017,
200,Republican,DALLAS,TX,75205,40017,
2500,Republican,DALLAS,TX,75205,40017,
2300,Republican,DALLAS,TX,75205,40017,
2500,Republican,DALLAS,TX,75205,40017,
1000,Republican,DALLAS,TX,75205,40017,
2700,Republican,DALLAS,TX,75205,40017,
1000,Republican,DALLAS,TX,75205,40017,
2600,Republican,DALLAS,TX,75205,40017,
500,Democratic,DALLAS,TX,75205,40017,
5400,,DALLAS,TX,75205,40017,
-2700,,DALLAS,TX,75205,40017,
2700,,DALLAS,TX,75205,40017,
5400,,DALLAS,TX,75205,40017,
500,Republican,DALLAS,TX,75205,40017,
1000,,DALLAS,TX,75205,40017,
5400,,DALLAS,TX,75205,40017,
2000,,DALLAS,TX,75205,40017,
1000,,DALLAS,TX,75205,40017,
1000,Republican,DALLAS,TX,75205,40017,
2700,Republican,DALLAS,TX,75205,40017,
2600,Republican,DALLAS,TX,75205,40017,
2600,Republican,DALLAS,TX,75205,40017,
2700,Republican,DALLAS,TX,75205,40017,
2000,,DALLAS,TX,75205,40017,
1000,,DALLAS,TX,75205,40017,
2500,,DALLAS,TX,75205,40017,
2500,,DALLAS,TX,75205,40017,
800,,DALLAS,TX,75205,40017,
-7800,Republican,DALLAS,TX,75205,40017,
2700,Republican,DALLAS,TX,75205,40017,
2700,Republican,DALLAS,TX,75205,40017,
2700,Republican,DALLAS,TX,75205,40017,
2700,Republican,DALLAS,TX,75205,40017,
2400,Republican,DALLAS,TX,75205,40017,
-2400,Republican,DALLAS,TX,75205,40017,
500,Democratic,DALLAS,TX,75205,40017,
500,Democratic,DALLAS,TX,75205,40017,
1000,Democratic,DALLAS,TX,75205,40017,
2700,Democratic,DALLAS,TX,75205,40017,
2700,Democratic,DALLAS,TX,75205,40017,
2700,Democratic,DALLAS,TX,75205,40017,
2700,Republican,DALLAS,TX,75205,40017,
500,Republican,DALLAS,TX,75205,40017,
1000,Republican,DALLAS,TX,75205,40017,
1000,Republican,DALLAS,TX,75205,40017,
1000,Republican,DALLAS,TX,75205,40017,
2700,Republican,DALLAS,TX,75205,40017,
